74
0xe320	0x9075
0x64	0xca87	;d Hangul SsangCieuc-Yeo-KiyeokSios
0x65	0xca88	;e Hangul SsangCieuc-Yeo-Nieun
0x66	0xca89	;f Hangul SsangCieuc-Yeo-NieunCieuc
0x67	0xca8a	;g Hangul SsangCieuc-Yeo-NieunHieuh
0x68	0xca8b	;h Hangul SsangCieuc-Yeo-Tikeut
0x69	0xca8c	;i Hangul SsangCieuc-Yeo-Rieul
0x6a	0xca8d	;j Hangul SsangCieuc-Yeo-RieulKiyeok
0x6b	0xca8e	;k Hangul SsangCieuc-Yeo-RieulMieum
0x6c	0xca8f	;l Hangul SsangCieuc-Yeo-RieulPieup
0x6d	0xca90	;m Hangul SsangCieuc-Yeo-RieulSios
0x6e	0xca91	;n Hangul SsangCieuc-Yeo-RieulThieuth
0x6f	0xca92	;o Hangul SsangCieuc-Yeo-RieulPhieuph
0x70	0xca93	;p Hangul SsangCieuc-Yeo-RieulHieuh
0x71	0xca94	;q Hangul SsangCieuc-Yeo-Mieum
0x73	0xca95	;s Hangul SsangCieuc-Yeo-Pieup
0x74	0xca96	;t Hangul SsangCieuc-Yeo-PieupSios
0x75	0xca97	;u Hangul SsangCieuc-Yeo-Sios
0x76	0xca98	;v Hangul SsangCieuc-Yeo-Ssangsios
0x77	0xca99	;w Hangul SsangCieuc-Yeo-Ieung
0x78	0xca9a	;x Hangul SsangCieuc-Yeo-Cieuc
0x79	0xca9b	;y Hangul SsangCieuc-Yeo-Chieuch
0x7a	0xca9c	;z Hangul SsangCieuc-Yeo-Khieukh
0x7b	0xca9d	;{ Hangul SsangCieuc-Yeo-Thieuth
0x7c	0xca9e	;| Hangul SsangCieuc-Yeo-Phieuph
0x7d	0xca9f	;} Hangul SsangCieuc-Yeo-Hieuh
0x81	0xcaa0	; Hangul SsangCieuc-Ye
0x82	0xcaa1	; Hangul SsangCieuc-Ye-Kiyeok
0x83	0xcaa2	; Hangul SsangCieuc-Ye-SsangKiyeok
0x84	0xcaa3	; Hangul SsangCieuc-Ye-KiyeokSios
0x85	0xcaa4	; Hangul SsangCieuc-Ye-Nieun
0x86	0xcaa5	; Hangul SsangCieuc-Ye-NieunCieuc
0x87	0xcaa6	; Hangul SsangCieuc-Ye-NieunHieuh
0x88	0xcaa7	; Hangul SsangCieuc-Ye-Tikeut
0x89	0xcaa8	; Hangul SsangCieuc-Ye-Rieul
0x8a	0xcaa9	; Hangul SsangCieuc-Ye-RieulKiyeok
0x8b	0xcaaa	; Hangul SsangCieuc-Ye-RieulMieum
0x8c	0xcaab	; Hangul SsangCieuc-Ye-RieulPieup
0x8d	0xcaac	; Hangul SsangCieuc-Ye-RieulSios
0x8e	0xcaad	; Hangul SsangCieuc-Ye-RieulThieuth
0x8f	0xcaae	; Hangul SsangCieuc-Ye-RieulPhieuph
0x90	0xcaaf	; Hangul SsangCieuc-Ye-RieulHieuh
0x91	0xcab0	; Hangul SsangCieuc-Ye-Mieum
0x93	0xcab1	; Hangul SsangCieuc-Ye-Pieup
0x94	0xcab2	; Hangul SsangCieuc-Ye-PieupSios
0x95	0xcab3	; Hangul SsangCieuc-Ye-Sios
0x96	0xcab4	; Hangul SsangCieuc-Ye-Ssangsios
0x97	0xcab5	; Hangul SsangCieuc-Ye-Ieung
0x98	0xcab6	; Hangul SsangCieuc-Ye-Cieuc
0x99	0xcab7	; Hangul SsangCieuc-Ye-Chieuch
0x9a	0xcab8	; Hangul SsangCieuc-Ye-Khieukh
0x9b	0xcab9	; Hangul SsangCieuc-Ye-Thieuth
0x9c	0xcaba	; Hangul SsangCieuc-Ye-Phieuph
0x9d	0xcabb	; Hangul SsangCieuc-Ye-Hieuh
0xa1	0xcabc	; Hangul SsangCieuc-O
0xa2	0xcabd	; Hangul SsangCieuc-O-Kiyeok
0xa3	0xcabe	; Hangul SsangCieuc-O-SsangKiyeok
0xa4	0xcabf	; Hangul SsangCieuc-O-KiyeokSios
0xa5	0xcac0	; Hangul SsangCieuc-O-Nieun
0xa6	0xcac1	; Hangul SsangCieuc-O-NieunCieuc
0xa7	0xcac2	; Hangul SsangCieuc-O-NieunHieuh
0xa8	0xcac3	; Hangul SsangCieuc-O-Tikeut
0xa9	0xcac4	; Hangul SsangCieuc-O-Rieul
0xaa	0xcac5	; Hangul SsangCieuc-O-RieulKiyeok
0xab	0xcac6	; Hangul SsangCieuc-O-RieulMieum
0xac	0xcac7	; Hangul SsangCieuc-O-RieulPieup
0xad	0xcac8	; Hangul SsangCieuc-O-RieulSios
0xae	0xcac9	; Hangul SsangCieuc-O-RieulThieuth
0xaf	0xcaca	; Hangul SsangCieuc-O-RieulPhieuph
0xb0	0xcacb	; Hangul SsangCieuc-O-RieulHieuh
0xb1	0xcacc	; Hangul SsangCieuc-O-Mieum
0xb3	0xcacd	; Hangul SsangCieuc-O-Pieup
0xb4	0xcace	; Hangul SsangCieuc-O-PieupSios
0xb5	0xcacf	; Hangul SsangCieuc-O-Sios
0xb6	0xcad0	; Hangul SsangCieuc-O-Ssangsios
0xb7	0xcad1	; Hangul SsangCieuc-O-Ieung
0xb8	0xcad2	; Hangul SsangCieuc-O-Cieuc
0xb9	0xcad3	; Hangul SsangCieuc-O-Chieuch
0xba	0xcad4	; Hangul SsangCieuc-O-Khieukh
0xbb	0xcad5	; Hangul SsangCieuc-O-Thieuth
0xbc	0xcad6	; Hangul SsangCieuc-O-Phieuph
0xbd	0xcad7	; Hangul SsangCieuc-O-Hieuh
0xc1	0xcad8	; Hangul SsangCieuc-Wa
0xc2	0xcad9	; Hangul SsangCieuc-Wa-Kiyeok
0xc3	0xcada	; Hangul SsangCieuc-Wa-SsangKiyeok
0xc4	0xcadb	; Hangul SsangCieuc-Wa-KiyeokSios
0xc5	0xcadc	; Hangul SsangCieuc-Wa-Nieun
0xc6	0xcadd	; Hangul SsangCieuc-Wa-NieunCieuc
0xc7	0xcade	; Hangul SsangCieuc-Wa-NieunHieuh
0xc8	0xcadf	; Hangul SsangCieuc-Wa-Tikeut
0xc9	0xcae0	; Hangul SsangCieuc-Wa-Rieul
0xca	0xcae1	; Hangul SsangCieuc-Wa-RieulKiyeok
0xcb	0xcae2	; Hangul SsangCieuc-Wa-RieulMieum
0xcc	0xcae3	; Hangul SsangCieuc-Wa-RieulPieup
0xcd	0xcae4	; Hangul SsangCieuc-Wa-RieulSios
0xce	0xcae5	; Hangul SsangCieuc-Wa-RieulThieuth
0xcf	0xcae6	; Hangul SsangCieuc-Wa-RieulPhieuph
0xd0	0xcae7	; Hangul SsangCieuc-Wa-RieulHieuh
0xd1	0xcae8	; Hangul SsangCieuc-Wa-Mieum
0xd3	0xcae9	; Hangul SsangCieuc-Wa-Pieup
0xd4	0xcaea	; Hangul SsangCieuc-Wa-PieupSios
0xd5	0xcaeb	; Hangul SsangCieuc-Wa-Sios
0xd6	0xcaec	; Hangul SsangCieuc-Wa-Ssangsios
0xd7	0xcaed	; Hangul SsangCieuc-Wa-Ieung
0xd8	0xcaee	; Hangul SsangCieuc-Wa-Cieuc
0xd9	0xcaef	; Hangul SsangCieuc-Wa-Chieuch
0xda	0xcaf0	; Hangul SsangCieuc-Wa-Khieukh
0xdb	0xcaf1	; Hangul SsangCieuc-Wa-Thieuth
0xdc	0xcaf2	; Hangul SsangCieuc-Wa-Phieuph
0xdd	0xcaf3	; Hangul SsangCieuc-Wa-Hieuh
0xe1	0xcaf4	; Hangul SsangCieuc-Wae
0xe2	0xcaf5	; Hangul SsangCieuc-Wae-Kiyeok
0xe3	0xcaf6	; Hangul SsangCieuc-Wae-SsangKiyeok
0xe4	0xcaf7	; Hangul SsangCieuc-Wae-KiyeokSios
0xe5	0xcaf8	; Hangul SsangCieuc-Wae-Nieun
0xe6	0xcaf9	; Hangul SsangCieuc-Wae-NieunCieuc
0xe7	0xcafa	; Hangul SsangCieuc-Wae-NieunHieuh
0xe8	0xcafb	; Hangul SsangCieuc-Wae-Tikeut
0xe9	0xcafc	; Hangul SsangCieuc-Wae-Rieul
0xea	0xcafd	; Hangul SsangCieuc-Wae-RieulKiyeok
0xeb	0xcafe	; Hangul SsangCieuc-Wae-RieulMieum
0xec	0xcaff	; Hangul SsangCieuc-Wae-RieulPieup
0xed	0xcb00	; Hangul SsangCieuc-Wae-RieulSios
0xee	0xcb01	; Hangul SsangCieuc-Wae-RieulThieuth
0xef	0xcb02	; Hangul SsangCieuc-Wae-RieulPhieuph
0xf0	0xcb03	; Hangul SsangCieuc-Wae-RieulHieuh
0xf1	0xcb04	; Hangul SsangCieuc-Wae-Mieum
0xf3	0xcb05	; Hangul SsangCieuc-Wae-Pieup
0xf4	0xcb06	; Hangul SsangCieuc-Wae-PieupSios
0xf5	0xcb07	; Hangul SsangCieuc-Wae-Sios
0xf6	0xcb08	; Hangul SsangCieuc-Wae-Ssangsios
0xf7	0xcb09	; Hangul SsangCieuc-Wae-Ieung
0xf8	0xcb0a	; Hangul SsangCieuc-Wae-Cieuc
0xf9	0xcb0b	; Hangul SsangCieuc-Wae-Chieuch
0xfa	0xcb0c	; Hangul SsangCieuc-Wae-Khieukh
0xfb	0xcb0d	; Hangul SsangCieuc-Wae-Thieuth
0xfc	0xcb0e	; Hangul SsangCieuc-Wae-Phieuph
0xfd	0xcb0f	; Hangul SsangCieuc-Wae-Hieuh

DBCSTABLE 168           ;LeadByte = 0xbe

0x41	0xcb10	;A Hangul SsangCieuc-Oe
0x42	0xcb11	;B Hangul SsangCieuc-Oe-Kiyeok
0x43	0xcb12	;C Hangul SsangCieuc-Oe-SsangKiyeok
0x44	0xcb13	;D Hangul SsangCieuc-Oe-KiyeokSios
0x45	0xcb14	;E Hangul SsangCieuc-Oe-Nieun
0x46	0xcb15	;F Hangul SsangCieuc-Oe-NieunCieuc
0x47	0xcb16	;G Hangul SsangCieuc-Oe-NieunHieuh
0x48	0xcb17	;H Hangul SsangCieuc-Oe-Tikeut
0x49	0xcb18	;I Hangul SsangCieuc-Oe-Rieul
0x4a	0xcb19	;J Hangul SsangCieuc-Oe-RieulKiyeok
0x4b	0xcb1a	;K Hangul SsangCieuc-Oe-RieulMieum
0x4c	0xcb1b	;L Hangul SsangCieuc-Oe-RieulPieup
0x4d	0xcb1c	;M Hangul SsangCieuc-Oe-RieulSios
0x4e	0xcb1d	;N Hangul SsangCieuc-Oe-RieulThieuth
0x4f	0xcb1e	;O Hangul SsangCieuc-Oe-RieulPhieuph
0x50	0xcb1f	;P Hangul SsangCieuc-Oe-RieulHieuh
0x51	0xcb20	;Q Hangul SsangCieuc-Oe-Mieum
0x53	0xcb21	;S Hangul SsangCieuc-Oe-Pieup
0x54	0xcb22	;T Hangul SsangCieuc-Oe-PieupSios
0x55	0xcb23	;U Hangul SsangCieuc-Oe-Sios
0x56	0xcb24	;V Hangul SsangCieuc-Oe-Ssangsios
0x57	0xcb25	;W Hangul SsangCieuc-Oe-Ieung
0x58	0xcb26	;X Hangul SsangCieuc-Oe-Cieuc
0x59	0xcb27	;Y Hangul SsangCieuc-Oe-Chieuch
0x5a	0xcb28	;Z Hangul SsangCieuc-Oe-Khieukh
0x5b	0xcb29	;[ Hangul SsangCieuc-Oe-Thieuth
0x5c	0xcb2a	;\ Hangul SsangCieuc-Oe-Phieuph
0x5d	0xcb2b	;] Hangul SsangCieuc-Oe-Hieuh
0x61	0xcb2c	;a Hangul SsangCieuc-Yo
0x62	0xcb2d	;b Hangul SsangCieuc-Yo-Kiyeok
0x63	0xcb2e	;c Hangul SsangCieuc-Yo-SsangKiyeok
0x64	0xcb2f	;d Hangul SsangCieuc-Yo-KiyeokSios
0x65	0xcb30	;e Hangul SsangCieuc-Yo-Nieun
0x66	0xcb31	;f Hangul SsangCieuc-Yo-NieunCieuc
0x67	0xcb32	;g Hangul SsangCieuc-Yo-NieunHieuh
0x68	0xcb33	;h Hangul SsangCieuc-Yo-Tikeut
0x69	0xcb34	;i Hangul SsangCieuc-Yo-Rieul
0x6a	0xcb35	;j Hangul SsangCieuc-Yo-RieulKiyeok
0x6b	0xcb36	;k Hangul SsangCieuc-Yo-RieulMieum
0x6c	0xcb37	;l Hangul SsangCieuc-Yo-RieulPieup
0x6d	0xcb38	;m Hangul SsangCieuc-Yo-RieulSios
0x6e	0xcb39	;n Hangul SsangCieuc-Yo-RieulThieuth
0x6f	0xcb3a	;o Hangul SsangCieuc-Yo-RieulPhieuph
0x70	0xcb3b	;p Hangul SsangCieuc-Yo-RieulHieuh
0x71	0xcb3c	;q Hangul SsangCieuc-Yo-Mieum
0x73	0xcb3d	;s Hangul SsangCieuc-Yo-Pieup
0x74	0xcb3e	;t Hangul SsangCieuc-Yo-PieupSios
0x75	0xcb3f	;u Hangul SsangCieuc-Yo-Sios
0x76	0xcb40	;v Hangul SsangCieuc-Yo-Ssangsios
0x77	0xcb41	;w Hangul SsangCieuc-Yo-Ieung
0x78	0xcb42	;x Hangul SsangCieuc-Yo-Cieuc
0x79	0xcb43	;y Hangul SsangCieuc-Yo-Chieuch
0x7a	0xcb44	;z Hangul SsangCieuc-Yo-Khieukh
0x7b	0xcb45	;{ Hangul SsangCieuc-Yo-Thieuth
0x7c	0xcb46	;| Hangul SsangCieuc-Yo-Phieuph
0x7d	0xcb47	;} Hangul SsangCieuc-Yo-Hieuh
0x81	0xcb48	; Hangul SsangCieuc-U
0x82	0xcb49	; Hangul SsangCieuc-U-Kiyeok
0x83	0xcb4a	; Hangul SsangCieuc-U-SsangKiyeok
0x84	0xcb4b	; Hangul SsangCieuc-U-KiyeokSios
0x85	0xcb4c	; Hangul SsangCieuc-U-Nieun
0x86	0xcb4d	; Hangul SsangCieuc-U-NieunCieuc
0x87	0xcb4e	; Hangul SsangCieuc-U-NieunHieuh
0x88	0xcb4f	; Hangul SsangCieuc-U-Tikeut
0x89	0xcb50	; Hangul SsangCieuc-U-Rieul
0x8a	0xcb51	; Hangul SsangCieuc-U-RieulKiyeok
0x8b	0xcb52	; Hangul SsangCieuc-U-RieulMieum
0x8c	0xcb53	; Hangul SsangCieuc-U-RieulPieup
0x8d	0xcb54	; Hangul SsangCieuc-U-RieulSios
0x8e	0xcb55	; Hangul SsangCieuc-U-RieulThieuth
0x8f	0xcb56	; Hangul SsangCieuc-U-RieulPhieuph
0x90	0xcb57	; Hangul SsangCieuc-U-RieulHieuh
0x91	0xcb58	; Hangul SsangCieuc-U-Mieum
0x93	0xcb59	; Hangul SsangCieuc-U-Pieup
0x94	0xcb5a	; Hangul SsangCieuc-U-PieupSios
0x95	0xcb5b	; Hangul SsangCieuc-U-Sios
0x96	0xcb5c	; Hangul SsangCieuc-U-Ssangsios
0x97	0xcb5d	; Hangul SsangCieuc-U-Ieung
0x98	0xcb5e	; Hangul SsangCieuc-U-Cieuc
0x99	0xcb5f	; Hangul SsangCieuc-U-Chieuch
0x9a	0xcb60	; Hangul SsangCieuc-U-Khieukh
0x9b	0xcb61	; Hangul SsangCieuc-U-Thieuth
0x9c	0xcb62	; Hangul SsangCieuc-U-Phieuph
0x9d	0xcb63	; Hangul SsangCieuc-U-Hieuh
0xa1	0xcb64	; Hangul SsangCieuc-Weo
0xa2	0xcb65	; Hangul SsangCieuc-Weo-Kiyeok
0xa3	0xcb66	; Hangul SsangCieuc-Weo-SsangKiyeok
0xa4	0xcb67	; Hangul SsangCieuc-Weo-KiyeokSios
0xa5	0xcb68	; Hangul SsangCieuc-Weo-Nieun
0xa6	0xcb69	; Hangul SsangCieuc-Weo-NieunCieuc
0xa7	0xcb6a	; Hangul SsangCieuc-Weo-NieunHieuh
0xa8	0xcb6b	; Hangul SsangCieuc-Weo-Tikeut
0xa9	0xcb6c	; Hangul SsangCieuc-Weo-Rieul
0xaa	0xcb6d	; Hangul SsangCieuc-Weo-RieulKiyeok
0xab	0xcb6e	; Hangul SsangCieuc-Weo-RieulMieum
0xac	0xcb6f	; Hangul SsangCieuc-Weo-RieulPieup
0xad	0xcb70	; Hangul SsangCieuc-Weo-RieulSios
0xae	0xcb71	; Hangul SsangCieuc-Weo-RieulThieuth
0xaf	0xcb72	; Hangul SsangCieuc-Weo-RieulPhieuph
0xb0	0xcb73	; Hangul SsangCieuc-Weo-RieulHieuh
0xb1	0xcb74	; Hangul SsangCieuc-Weo-Mieum
0xb3	0xcb75	; Hangul SsangCieuc-Weo-Pieup
0xb4	0xcb76	; Hangul SsangCieuc-Weo-PieupSios
0xb5	0xcb77	; Hangul SsangCieuc-Weo-Sios
0xb6	0xcb78	; Hangul SsangCieuc-Weo-Ssangsios
0xb7	0xcb79	; Hangul SsangCieuc-Weo-Ieung
0xb8	0xcb7a	; Hangul SsangCieuc-Weo-Cieuc
0xb9	0xcb7b	; Hangul SsangCieuc-Weo-Chieuch
0xba	0xcb7c	; Hangul SsangCieuc-Weo-Khieukh
0xbb	0xcb7d	; Hangul SsangCieuc-Weo-Thieuth
0xbc	0xcb7e	; Hangul SsangCieuc-Weo-Phieuph
0xbd	0xcb7f	; Hangul SsangCieuc-Weo-Hieuh
0xc1	0xcb80	; Hangul SsangCieuc-We
0xc2	0xcb81	; Hangul SsangCieuc-We-Kiyeok
0xc3	0xcb82	; Hangul SsangCieuc-We-SsangKiyeok
0xc4	0xcb83	; Hangul SsangCieuc-We-KiyeokSios
0xc5	0xcb84	; Hangul SsangCieuc-We-Nieun
0xc6	0xcb85	; Hangul SsangCieuc-We-NieunCieuc
0xc7	0xcb86	; Hangul SsangCieuc-We-NieunHieuh
0xc8	0xcb87	; Hangul SsangCieuc-We-Tikeut
0xc9	0xcb88	; Hangul SsangCieuc-We-Rieul
0xca	0xcb89	; Hangul SsangCieuc-We-RieulKiyeok
0xcb	0xcb8a	; Hangul SsangCieuc-We-RieulMieum
0xcc	0xcb8b	; Hangul SsangCieuc-We-RieulPieup
0xcd	0xcb8c	; Hangul SsangCieuc-We-RieulSios
0xce	0xcb8d	; Hangul SsangCieuc-We-RieulThieuth
0xcf	0xcb8e	; Hangul SsangCieuc-We-RieulPhieuph
0xd0	0xcb8f	; Hangul SsangCieuc-We-RieulHieuh
0xd1	0xcb90	; Hangul SsangCieuc-We-Mieum
0xd3	0xcb91	; Hangul SsangCieuc-We-Pieup
0xd4	0xcb92	; Hangul SsangCieuc-We-PieupSios
0xd5	0xcb93	; Hangul SsangCieuc-We-Sios
0xd6	0xcb94	; Hangul SsangCieuc-We-Ssangsios
0xd7	0xcb95	; Hangul SsangCieuc-We-Ieung
0xd8	0xcb96	; Hangul SsangCieuc-We-Cieuc
0xd9	0xcb97	; Hangul SsangCieuc-We-Chieuch
0xda	0xcb98	; Hangul SsangCieuc-We-Khieukh
0xdb	0xcb99	; Hangul SsangCieuc-We-Thieuth
0xdc	0xcb9a	; Hangul SsangCieuc-We-Phieuph
0xdd	0xcb9b	; Hangul SsangCieuc-We-Hieuh
0xe1	0xcb9c	; Hangul SsangCieuc-Wi
0xe2	0xcb9d	; Hangul SsangCieuc-Wi-Kiyeok
0xe3	0xcb9e	; Hangul SsangCieuc-Wi-SsangKiyeok
0xe4	0xcb9f	; Hangul SsangCieuc-Wi-KiyeokSios
0xe5	0xcba0	; Hangul SsangCieuc-Wi-Nieun
0xe6	0xcba1	; Hangul SsangCieuc-Wi-NieunCieuc
0xe7	0xcba2	; Hangul SsangCieuc-Wi-NieunHieuh
0xe8	0xcba3	; Hangul SsangCieuc-Wi-Tikeut
0xe9	0xcba4	; Hangul SsangCieuc-Wi-Rieul
0xea	0xcba5	; Hangul SsangCieuc-Wi-RieulKiyeok
0xeb	0xcba6	; Hangul SsangCieuc-Wi-RieulMieum
0xec	0xcba7	; Hangul SsangCieuc-Wi-RieulPieup
0xed	0xcba8	; Hangul SsangCieuc-Wi-RieulSios
0xee	0xcba9	; Hangul SsangCieuc-Wi-RieulThieuth
0xef	0xcbaa	; Hangul SsangCieuc-Wi-RieulPhieuph
0xf0	0xcbab	; Hangul SsangCieuc-Wi-RieulHieuh
0xf1	0xcbac	; Hangul SsangCieuc-Wi-Mieum
0xf3	0xcbad	; Hangul SsangCieuc-Wi-Pieup
0xf4	0xcbae	; Hangul SsangCieuc-Wi-PieupSios
0xf5	0xcbaf	; Hangul SsangCieuc-Wi-Sios
0xf6	0xcbb0	; Hangul SsangCieuc-Wi-Ssangsios
0xf7	0xcbb1	; Hangul SsangCieuc-Wi-Ieung
0xf8	0xcbb2	; Hangul SsangCieuc-Wi-Cieuc
0xf9	0xcbb3	; Hangul SsangCieuc-Wi-Chieuch
0xfa	0xcbb4	; Hangul SsangCieuc-Wi-Khieukh
0xfb	0xcbb5	; Hangul SsangCieuc-Wi-Thieuth
0xfc	0xcbb6	; Hangul SsangCieuc-Wi-Phieuph
0xfd	0xcbb7	; Hangul SsangCieuc-Wi-Hieuh

DBCSTABLE 112           ;LeadByte = 0xbf

0x41	0xcbb8	;A Hangul SsangCieuc-Yu
0x42	0xcbb9	;B Hangul SsangCieuc-Yu-Kiyeok
0x43	0xcbba	;C Hangul SsangCieuc-Yu-SsangKiyeok
0x44	0xcbbb	;D Hangul SsangCieuc-Yu-KiyeokSios
0x45	0xcbbc	;E Hangul SsangCieuc-Yu-Nieun
0x46	0xcbbd	;F Hangul SsangCieuc-Yu-NieunCieuc
0x47	0xcbbe	;G Hangul SsangCieuc-Yu-NieunHieuh
0x48	0xcbbf	;H Hangul SsangCieuc-Yu-Tikeut
0x49	0xcbc0	;I Hangul SsangCieuc-Yu-Rieul
0x4a	0xcbc1	;J Hangul SsangCieuc-Yu-RieulKiyeok
0x4b	0xcbc2	;K Hangul SsangCieuc-Yu-RieulMieum
0x4c	0xcbc3	;L Hangul SsangCieuc-Yu-RieulPieup
0x4d	0xcbc4	;M Hangul SsangCieuc-Yu-RieulSios
0x4e	0xcbc5	;N Hangul SsangCieuc-Yu-RieulThieuth
0x4f	0xcbc6	;O Hangul SsangCieuc-Yu-RieulPhieuph
0x50	0xcbc7	;P Hangul SsangCieuc-Yu-RieulHieuh
0x51	0xcbc8	;Q Hangul SsangCieuc-Yu-Mieum
0x53	0xcbc9	;S Hangul SsangCieuc-Yu-Pieup
0x54	0xcbca	;T Hangul SsangCieuc-Yu-PieupSios
0x55	0xcbcb	;U Hangul SsangCieuc-Yu-Sios
0x56	0xcbcc	;V Hangul SsangCieuc-Yu-Ssangsios
0x57	0xcbcd	;W Hangul SsangCieuc-Yu-Ieung
0x58	0xcbce	;X Hangul SsangCieuc-Yu-Cieuc
0x59	0xcbcf	;Y Hangul SsangCieuc-Yu-Chieuch
0x5a	0xcbd0	;Z Hangul SsangCieuc-Yu-Khieukh
0x5b	0xcbd1	;[ Hangul SsangCieuc-Yu-Thieuth
0x5c	0xcbd2	;\ Hangul SsangCieuc-Yu-Phieuph
0x5d	0xcbd3	;] Hangul SsangCieuc-Yu-Hieuh
0x61	0xcbd4	;a Hangul SsangCieuc-Eu
0x62	0xcbd5	;b Hangul SsangCieuc-Eu-Kiyeok
0x63	0xcbd6	;c Hangul SsangCieuc-Eu-SsangKiyeok
0x64	0xcbd7	;d Hangul SsangCieuc-Eu-KiyeokSios
0x65	0xcbd8	;e Hangul SsangCieuc-Eu-Nieun
0x66	0xcbd9	;f Hangul SsangCieuc-Eu-NieunCieuc
0x67	0xcbda	;g Hangul SsangCieuc-Eu-NieunHieuh
0x68	0xcbdb	;h Hangul SsangCieuc-Eu-Tikeut
0x69	0xcbdc	;i Hangul SsangCieuc-Eu-Rieul
0x6a	0xcbdd	;j Hangul SsangCieuc-Eu-RieulKiyeok
0x6b	0xcbde	;k Hangul SsangCieuc-Eu-RieulMieum
0x6c	0xcbdf	;l Hangul SsangCieuc-Eu-RieulPieup
0x6d	0xcbe0	;m Hangul SsangCieuc-Eu-RieulSios
0x6e	0xcbe1	;n Hangul SsangCieuc-Eu-RieulThieuth
0x6f	0xcbe2	;o Hangul SsangCieuc-Eu-RieulPhieuph
0x70	0xcbe3	;p Hangul SsangCieuc-Eu-RieulHieuh
0x71	0xcbe4	;q Hangul SsangCieuc-Eu-Mieum
0x73	0xcbe5	;s Hangul SsangCieuc-Eu-Pieup
0x74	0xcbe6	;t Hangul SsangCieuc-Eu-PieupSios
0x75	0xcbe7	;u Hangul SsangCieuc-Eu-Sios
0x76	0xcbe8	;v Hangul SsangCieuc-Eu-Ssangsios
0x77	0xcbe9	;w Hangul SsangCieuc-Eu-Ieung
0x78	0xcbea	;x Hangul SsangCieuc-Eu-Cieuc
0x79	0xcbeb	;y Hangul SsangCieuc-Eu-Chieuch
0x7a	0xcbec	;z Hangul SsangCieuc-Eu-Khieukh
0x7b	0xcbed	;{ Hangul SsangCieuc-Eu-Thieuth
0x7c	0xcbee	;| Hangul SsangCieuc-Eu-Phieuph
0x7d	0xcbef	;} Hangul SsangCieuc-Eu-Hieuh
0x81	0xcbf0	; Hangul SsangCieuc-Yi
0x82	0xcbf1	; Hangul SsangCieuc-Yi-Kiyeok
0x83	0xcbf2	; Hangul SsangCieuc-Yi-SsangKiyeok
0x84	0xcbf3	; Hangul SsangCieuc-Yi-KiyeokSios
0x85	0xcbf4	; Hangul SsangCieuc-Yi-Nieun
0x86	0xcbf5	; Hangul SsangCieuc-Yi-NieunCieuc
0x87	0xcbf6	; Hangul SsangCieuc-Yi-NieunHieuh
0x88	0xcbf7	; Hangul SsangCieuc-Yi-Tikeut
0x89	0xcbf8	; Hangul SsangCieuc-Yi-Rieul
0x8a	0xcbf9	; Hangul SsangCieuc-Yi-RieulKiyeok
0x8b	0xcbfa	; Hangul SsangCieuc-Yi-RieulMieum
0x8c	0xcbfb	; Hangul SsangCieuc-Yi-RieulPieup
0x8d	0xcbfc	; Hangul SsangCieuc-Yi-RieulSios
0x8e	0xcbfd	; Hangul SsangCieuc-Yi-RieulThieuth
0x8f	0xcbfe	; Hangul SsangCieuc-Yi-RieulPhieuph
0x90	0xcbff	; Hangul SsangCieuc-Yi-RieulHieuh
0x91	0xcc00	; Hangul SsangCieuc-Yi-Mieum
0x93	0xcc01	; Hangul SsangCieuc-Yi-Pieup
0x94	0xcc02	; Hangul SsangCieuc-Yi-PieupSios
0x95	0xcc03	; Hangul SsangCieuc-Yi-Sios
0x96	0xcc04	; Hangul SsangCieuc-Yi-Ssangsios
0x97	0xcc05	; Hangul SsangCieuc-Yi-Ieung
0x98	0xcc06	; Hangul SsangCieuc-Yi-Cieuc
0x99	0xcc07	; Hangul SsangCieuc-Yi-Chieuch
0x9a	0xcc08	; Hangul SsangCieuc-Yi-Khieukh
0x9b	0xcc09	; Hangul SsangCieuc-Yi-Thieuth
0x9c	0xcc0a	; Hangul SsangCieuc-Yi-Phieuph
0x9d	0xcc0b	; Hangul SsangCieuc-Yi-Hieuh
0xa1	0xcc0c	; Hangul SsangCieuc-I
0xa2	0xcc0d	; Hangul SsangCieuc-I-Kiyeok
0xa3	0xcc0e	; Hangul SsangCieuc-I-SsangKiyeok
0xa4	0xcc0f	; Hangul SsangCieuc-I-KiyeokSios
0xa5	0xcc10	; Hangul SsangCieuc-I-Nieun
0xa6	0xcc11	; Hangul SsangCieuc-I-NieunCieuc
0xa7	0xcc12	; Hangul SsangCieuc-I-NieunHieuh
0xa8	0xcc13	; Hangul SsangCieuc-I-Tikeut
0xa9	0xcc14	; Hangul SsangCieuc-I-Rieul
0xaa	0xcc15	; Hangul SsangCieuc-I-RieulKiyeok
0xab	0xcc16	; Hangul SsangCieuc-I-RieulMieum
0xac	0xcc17	; Hangul SsangCieuc-I-RieulPieup
0xad	0xcc18	; Hangul SsangCieuc-I-RieulSios
0xae	0xcc19	; Hangul SsangCieuc-I-RieulThieuth
0xaf	0xcc1a	; Hangul SsangCieuc-I-RieulPhieuph
0xb0	0xcc1b	; Hangul SsangCieuc-I-RieulHieuh
0xb1	0xcc1c	; Hangul SsangCieuc-I-Mieum
