ers\usermode\oemdrv\hp\hpmini\deskjet\vcs\pcl3ppa\bin\ARCH\retail\csproces.lib(obj\ARCH\csprc32.obj) not compiled with /GS
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(SDXROOT\base\crts\crtw32\stdio\mt\obj\ARCH\printfcount.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(SDXROOT\base\crts\crtw32\stdio\mt\obj\ARCH\sprintf.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(SDXROOT\base\crts\crtw32\stdio\mt\obj\ARCH\vsnprnc.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(SDXROOT\base\crts\crtw32\stdio\mt\obj\ARCH\vsprintf.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(SDXROOT\base\crts\crtw32\string\mt\obj\ARCH\__stricmp.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(SDXROOT\base\crts\crtw32\string\mt\obj\ARCH\_strnicmp.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(SDXROOT\base\crts\crtw32\string\mt\obj\ARCH\_strnicol.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(SDXROOT\base\crts\crtw32\string\mt\obj\ARCH\memcmp.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(SDXROOT\base\crts\crtw32\string\mt\obj\ARCH\memcpy.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(SDXROOT\base\crts\crtw32\string\mt\obj\ARCH\memset.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(SDXROOT\base\crts\crtw32\string\mt\obj\ARCH\strcat_s.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(SDXROOT\base\crts\crtw32\string\mt\obj\ARCH\strchr.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(SDXROOT\base\crts\crtw32\string\mt\obj\ARCH\strcpy_s.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(SDXROOT\base\crts\crtw32\string\mt\obj\ARCH\strcspn.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(SDXROOT\base\crts\crtw32\string\mt\obj\ARCH\strdup.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(SDXROOT\base\crts\crtw32\string\mt\obj\ARCH\strncmp.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(SDXROOT\base\crts\crtw32\string\mt\obj\ARCH\strncpy_s.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(SDXROOT\base\crts\crtw32\string\mt\obj\ARCH\strpbrk.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(SDXROOT\base\crts\crtw32\string\mt\obj\ARCH\strrchr.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(SDXROOT\base\crts\crtw32\time\mt\obj\ARCH\_strftime.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(SDXROOT\base\crts\crtw32\time\mt\obj\ARCH\timeset.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(SDXROOT\base\crts\crtw32\time\mt\obj\ARCH\tzset.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(SDXROOT\base\crts\fpw32\conv\mt\obj\ARCH\_cvt.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(SDXROOT\base\crts\fpw32\conv\mt\obj\ARCH\cfout.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(SDXROOT\base\crts\fpw32\conv\mt\obj\ARCH\fpinit.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(SDXROOT\base\crts\fpw32\conv\mt\obj\ARCH\strgtold.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(SDXROOT\base\crts\fpw32\conv\mt\obj\ARCH\x10fout.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(SDXROOT\base\crts\fpw32\tran\mt\obj\ARCH\ceilf.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(SDXROOT\base\crts\fpw32\tran\mt\obj\ARCH\fpctrl.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(SDXROOT\base\crts\fpw32\tran\mt\obj\ARCH\fpexcept.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(SDXROOT\base\crts\fpw32\tran\mt\obj\ARCH\fpsr.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(SDXROOT\base\crts\fpw32\tran\mt\obj\ARCH\ieee.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(SDXROOT\base\crts\fpw32\tran\mt\obj\ARCH\libm_error.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(SDXROOT\base\crts\fpw32\tran\mt\obj\ARCH\logf.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(SDXROOT\base\crts\fpw32\tran\mt\obj\ARCH\matherr.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(SDXROOT\base\crts\fpw32\tran\mt\obj\ARCH\sincosf.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(SDXROOT\base\crts\fpw32\tran\mt\obj\ARCH\util.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\convert\mt\obj\ARCH\__ctype.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\convert\mt\obj\ARCH\__wctype.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\convert\mt\obj\ARCH\_atodbl.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\convert\mt\obj\ARCH\_fptostr.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\convert\mt\obj\ARCH\_isctype.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\convert\mt\obj\ARCH\_iswctype.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\convert\mt\obj\ARCH\_mbtowc.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\convert\mt\obj\ARCH\_strtol.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\convert\mt\obj\ARCH\_strtoq.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\convert\mt\obj\ARCH\_tolower.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\convert\mt\obj\ARCH\_wctomb.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\convert\mt\obj\ARCH\atox.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\convert\mt\obj\ARCH\xtoas.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\dos\mt\obj\ARCH\dosmap.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\eh\mt\obj\ARCH\ehstate.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\eh\mt\obj\ARCH\ehvecctr.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\eh\mt\obj\ARCH\ehvecdtr.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\eh\mt\obj\ARCH\frame.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\eh\mt\obj\ARCH\gshandlereh.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\eh\mt\obj\ARCH\handlers.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\eh\mt\obj\ARCH\hooks.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\eh\mt\obj\ARCH\stdexcpt6.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\eh\mt\obj\ARCH\throw.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\eh\mt\obj\ARCH\trnsctrl.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\eh\mt\obj\ARCH\typname6.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\eh\mt\obj\ARCH\unhandld.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\eh\mt\obj\ARCH\validate.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\eh\mt\obj\ARCH\xundname.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\eh\mt_stl70\obj\ARCH\typinfo.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\heap\mt\obj\ARCH\calloc.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\heap\mt\obj\ARCH\crtheap.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\heap\mt\obj\ARCH\free.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\heap\mt\obj\ARCH\handler.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\heap\mt\obj\ARCH\heapinit.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\heap\mt\obj\ARCH\malloc.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\heap\mt\obj\ARCH\realloc.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\heap\mt\obj\ARCH\resetstk.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\lowio\mt\obj\ARCH\close.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\lowio\mt\obj\ARCH\commit.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\lowio\mt\obj\ARCH\initcon.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\lowio\mt\obj\ARCH\ioinit.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\lowio\mt\obj\ARCH\isatty.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\lowio\mt\obj\ARCH\lseeki64.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\lowio\mt\obj\ARCH\osfinfo.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\lowio\mt\obj\ARCH\putwch.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\lowio\mt\obj\ARCH\write.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\mbstring\mt\obj\ARCH\ismbbyte.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\mbstring\mt\obj\ARCH\mbctype.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\mbstring\mt\obj\ARCH\mbschr.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\mbstring\mt\obj\ARCH\mbsnbico.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\misc\mt\obj\ARCH\_a_cmp.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\misc\mt\obj\ARCH\_a_loc.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\misc\mt\obj\ARCH\_a_map.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\misc\mt\obj\ARCH\_a_str.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\misc\mt\obj\ARCH\_w_loc.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\misc\mt\obj\ARCH\_w_str.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\misc\mt\obj\ARCH\a_env.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\misc\mt\obj\ARCH\abort.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\misc\mt\obj\ARCH\apptype.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\misc\mt\obj\ARCH\chandler.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\misc\mt\obj\ARCH\cmiscdat.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\misc\mt\obj\ARCH\crtmbox.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\misc\mt\obj\ARCH\ctype.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\misc\mt\obj\ARCH\errmode.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\misc\mt\obj\ARCH\getenv.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\misc\mt\obj\ARCH\getqloc.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\misc\mt\obj\ARCH\gshandler.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\misc\mt\obj\ARCH\gshandlerseh.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\misc\mt\obj\ARCH\initcoll.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\misc\mt\obj\ARCH\initcrit.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\misc\mt\obj\ARCH\initctyp.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\misc\mt\obj\ARCH\inithelp.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\misc\mt\obj\ARCH\initmon.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\misc\mt\obj\ARCH\initnum.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\misc\mt\obj\ARCH\inittime.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\misc\mt\obj\ARCH\invarg.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\misc\mt\obj\ARCH\jmpuwind.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\misc\mt\obj\ARCH\lconv.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\misc\mt\obj\ARCH\notify.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\misc\mt\obj\ARCH\pesect.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\misc\mt\obj\ARCH\purevirt.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\misc\mt\obj\ARCH\rand_s.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\misc\mt\obj\ARCH\setenv.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\misc\mt\obj\ARCH\setlocal.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\misc\mt\obj\ARCH\winsig.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\misc\mt\obj\ARCH\winxfltr.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\misc\mt\obj\ARCH\wtombenv.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\safecrt\mt\obj\ARCH\safecrt_fphelpers.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\startup\mt\obj\ARCH\chkstk.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\startup\mt\obj\ARCH\crt0dat.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\startup\mt\obj\ARCH\crt0fp.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\startup\mt\obj\ARCH\crt0msg.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\startup\mt\obj\ARCH\dllcrt0.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\startup\mt\obj\ARCH\dllmain.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\startup\mt\obj\ARCH\mlock.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\startup\mt\obj\ARCH\stdargv.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\startup\mt\obj\ARCH\stdenvp.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\startup\mt\obj\ARCH\tidtable.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\stdio\mt\obj\ARCH\_file.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\stdio\mt\obj\ARCH\_flsbuf.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\stdio\mt\obj\ARCH\_freebuf.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\stdio\mt\obj\ARCH\_getbuf.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\stdio\mt\obj\ARCH\_output.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\stdio\mt\obj\ARCH\_outputp.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\stdio\mt\obj\ARCH\_outputs.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\stdio\mt\obj\ARCH\closeall.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\stdio\mt\obj\ARCH\fclose.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\stdio\mt\obj\ARCH\fflush.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\stdio\mt\obj\ARCH\fileno.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\stdio\mt\obj\ARCH\outputformat.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\stdio\mt\obj\ARCH\printfcount.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\stdio\mt\obj\ARCH\sprintf.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\stdio\mt\obj\ARCH\vsnprnc.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\stdio\mt\obj\ARCH\vsprintf.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\string\mt\obj\ARCH\__stricmp.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\string\mt\obj\ARCH\_strnicmp.obj)
igdumd64.dll:: No symbols for D:\winddk.5482\lib\crt\ARCH\libcmt.lib(e:\wm.obj.amd64fre\base\crts\crtw32\string\mt\obj\ARCH\_strnicol.obj)
