xb6af	;
0x904d	0xb1e9	;
0x904f	0xb6f4	;
0x9050	0xe5da	;
0x9051	0xe5d8	;
0x9052	0xe5d9	;
0x9053	0xb5c0	;
0x9057	0xd2c5	;
0x9058	0xe5dc	;
0x905b	0xe5de	;
0x9062	0xe5dd	;
0x9063	0xc7b2	;ǲ
0x9065	0xd2a3	;ң
0x9068	0xe5db	;
0x906d	0xd4e2	;
0x906e	0xd5da	;
0x9074	0xe5e0	;
0x9075	0xd7f1	;
0x907d	0xe5e1	;
0x907f	0xb1dc	;
0x9080	0xd1fb	;
0x9082	0xe5e2	;
0x9083	0xe5e4	;
0x9088	0xe5e3	;
0x908b	0xe5e5	;
0x9091	0xd2d8	;
0x9093	0xb5cb	;
0x9095	0xe7df	;
0x9097	0xdaf5	;
0x9099	0xdaf8	;
0x909b	0xdaf6	;
0x909d	0xdaf7	;
0x90a1	0xdafa	;
0x90a2	0xd0cf	;
0x90a3	0xc4c7	;
0x90a6	0xb0ee	;
0x90aa	0xd0b0	;а
0x90ac	0xdaf9	;
0x90ae	0xd3ca	;
0x90af	0xbaaa	;
0x90b0	0xdba2	;ۢ
0x90b1	0xc7f1	;
0x90b3	0xdafc	;
0x90b4	0xdafb	;
0x90b5	0xc9db	;
0x90b6	0xdafd	;
0x90b8	0xdba1	;ۡ
0x90b9	0xd7de	;
0x90ba	0xdafe	;
0x90bb	0xc1da	;
0x90be	0xdba5	;ۥ
0x90c1	0xd3f4	;
0x90c4	0xdba7	;ۧ
0x90c5	0xdba4	;ۤ
0x90c7	0xdba8	;ۨ
0x90ca	0xbdbc	;
0x90ce	0xc0c9	;
0x90cf	0xdba3	;ۣ
0x90d0	0xdba6	;ۦ
0x90d1	0xd6a3	;֣
0x90d3	0xdba9	;۩
0x90d7	0xdbad	;ۭ
0x90db	0xdbae	;ۮ
0x90dc	0xdbac	;۬
0x90dd	0xbac2	;
0x90e1	0xbfa4	;
0x90e2	0xdbab	;۫
0x90e6	0xdbaa	;۪
0x90e7	0xd4c7	;
0x90e8	0xb2bf	;
0x90eb	0xdbaf	;ۯ
0x90ed	0xb9f9	;
0x90ef	0xdbb0	;۰
0x90f4	0xb3bb	;
0x90f8	0xb5a6	;
0x90fd	0xb6bc	;
0x90fe	0xdbb1	;۱
0x9102	0xb6f5	;
0x9104	0xdbb2	;۲
0x9119	0xb1c9	;
0x911e	0xdbb4	;۴
0x9122	0xdbb3	;۳
0x9123	0xdbb5	;۵
0x912f	0xdbb7	;۷
0x9131	0xdbb6	;۶
0x9139	0xdbb8	;۸
0x9143	0xdbb9	;۹
0x9146	0xdbba	;ۺ
0x9149	0xd3cf	;
0x914a	0xf4fa	;
0x914b	0xc7f5	;
0x914c	0xd7c3	;
0x914d	0xc5e4	;
0x914e	0xf4fc	;
0x914f	0xf4fd	;
0x9150	0xf4fb	;
0x9152	0xbec6	;
0x9157	0xd0ef	;
0x915a	0xb7d3	;
0x915d	0xd4cd	;
0x915e	0xccaa	;̪
0x9161	0xf5a2	;
0x9162	0xf5a1	;
0x9163	0xbaa8	;
0x9164	0xf4fe	;
0x9165	0xcbd6	;
0x9169	0xf5a4	;
0x916a	0xc0d2	;
0x916c	0xb3ea	;
0x916e	0xcdaa	;ͪ
0x916f	0xf5a5	;
0x9170	0xf5a3	;
0x9171	0xbdb4	;
0x9172	0xf5a8	;
0x9174	0xf5a9	;
0x9175	0xbdcd	;
0x9176	0xc3b8	;ø
0x9177	0xbfe1	;
0x9178	0xcbe1	;
0x9179	0xf5aa	;
0x917d	0xf5a6	;
0x917e	0xf5a7	;
0x917f	0xc4f0	;
0x9185	0xf5ac	;
0x9187	0xb4bc	;
0x9189	0xd7ed	;
0x918b	0xb4d7	;
0x918c	0xf5ab	;
0x918d	0xf5ae	;
0x9190	0xf5ad	;
0x9191	0xf5af	;
0x9192	0xd0d1	;
0x919a	0xc3d1	;
0x919b	0xc8a9	;ȩ
0x91a2	0xf5b0	;
0x91a3	0xf5b1	;
0x91aa	0xf5b2	;
0x91ad	0xf5b3	;
0x91ae	0xf5b4	;
0x91af	0xf5b5	;
0x91b4	0xf5b7	;
0x91b5	0xf5b6	;
0x91ba	0xf5b8	;
0x91c7	0xb2c9	;
0x91c9	0xd3d4	;
0x91ca	0xcacd	;
0x91cc	0xc0ef	;
0x91cd	0xd6d8	;
0x91ce	0xd2b0	;Ұ
0x91cf	0xc1bf	;
0x91d1	0xbdf0	;
0x91dc	0xb8aa	;
0x9274	0xbcf8	;
0x928e	0xf6c6	;
0x92ae	0xf6c7	;
0x92c8	0xf6c8	;
0x933e	0xf6c9	;
0x936a	0xf6ca	;
0x938f	0xf6cc	;
0x93ca	0xf6cb	;
0x93d6	0xf7e9	;
0x943e	0xf6cd	;
0x946b	0xf6ce	;
0x9485	0xeec4	;
0x9486	0xeec5	;
0x9487	0xeec6	;
0x9488	0xd5eb	;
0x9489	0xb6a4	;
0x948a	0xeec8	;
0x948b	0xeec7	;
0x948c	0xeec9	;
0x948d	0xeeca	;
0x948e	0xc7a5	;ǥ
0x948f	0xeecb	;
0x9490	0xeecc	;
0x9492	0xb7b0	;
0x9493	0xb5f6	;
0x9494	0xeecd	;
0x9495	0xeecf	;
0x9497	0xeece	;
0x9499	0xb8c6	;
0x949a	0xeed0	;
0x949b	0xeed1	;
0x949c	0xeed2	;
0x949d	0xb6db	;
0x949e	0xb3ae	;
0x949f	0xd6d3	;
0x94a0	0xc4c6	;
0x94a1	0xb1b5	;
0x94a2	0xb8d6	;
0x94a3	0xeed3	;
0x94a4	0xeed4	;
0x94a5	0xd4bf	;Կ
0x94a6	0xc7d5	;
0x94a7	0xbefb	;
0x94a8	0xced9	;
0x94a9	0xb9b3	;
0x94aa	0xeed6	;
0x94ab	0xeed5	;
0x94ac	0xeed8	;
0x94ad	0xeed7	;
0x94ae	0xc5a5	;ť
0x94af	0xeed9	;
0x94b0	0xeeda	;
0x94b1	0xc7ae	;Ǯ
0x94b2	0xeedb	;
0x94b3	0xc7af	;ǯ
0x94b4	0xeedc	;
0x94b5	0xb2a7	;
0x94b6	0xeedd	;
0x94b7	0xeede	;
0x94b8	0xeedf	;
0x94b9	0xeee0	;
0x94ba	0xeee1	;
0x94bb	0xd7ea	;
0x94bc	0xeee2	;
0x94bd	0xeee3	;
0x94be	0xbcd8	;
0x94bf	0xeee4	;
0x94c0	0xd3cb	;
0x94c1	0xccfa	;
0x94c2	0xb2ac	;
0x94c3	0xc1e5	;
0x94c4	0xeee5	;
0x94c5	0xc7a6	;Ǧ
0x94c6	0xc3ad	;í
0x94c8	0xeee6	;
0x94c9	0xeee7	;
0x94ca	0xeee8	;
0x94cb	0xeee9	;
0x94cc	0xeeea	;
0x94cd	0xeeeb	;
0x94ce	0xeeec	;
0x94d0	0xeeed	;
0x94d1	0xeeee	;
0x94d2	0xeeef	;
0x94d5	0xeef0	;
0x94d6	0xeef1	;
0x94d7	0xeef2	;
0x94d8	0xeef4	;
0x94d9	0xeef3	;
0x94db	0xeef5	;
0x94dc	0xcdad	;ͭ
0x94dd	0xc2c1	;
0x94de	0xeef6	;
0x94df	0xeef7	;
0x94e0	0xeef8	;
0x94e1	0xd5a1	;ա
0x94e2	0xeef9	;
0x94e3	0xcfb3	;ϳ
0x94e4	0xeefa	;
0x94e5	0xeefb	;
0x94e7	0xeefc	;
0x94e8	0xeefd	;
0x94e9	0xefa1	;
0x94ea	0xeefe	;
0x94eb	0xefa2	;
0x94ec	0xb8f5	;
0x94ed	0xc3fa	;
0x94ee	0xefa3	;
0x94ef	0xefa4	;
0x94f0	0xbdc2	;
0x94f1	0xd2bf	;ҿ
0x94f2	0xb2f9	;
0x94f3	0xefa5	;
0x94f4	0xefa6	;
0x94f5	0xefa7	;
0x94f6	0xd2f8	;
0x94f7	0xefa8	;
0x94f8	0xd6fd	;
0x94f9	0xefa9	;
0x94fa	0xc6cc	;
0x94fc	0xefaa	;
0x94fd	0xefab	;
0x94fe	0xc1b4	;
0x94ff	0xefac	;
0x9500	0xcffa	;
0x9501	0xcbf8	;
0x9502	0xefae	;
0x9503	0xefad	;
0x9504	0xb3fa	;
0x9505	0xb9f8	;
0x9506	0xefaf	;
0x9507	0xefb0	;
0x9508	0xd0e2	;
0x9509	0xefb1	;
0x950a	0xefb2	;
0x950b	0xb7e6	;
0x950c	0xd0bf	;п
0x950d	0xefb3	;
0x950e	0xefb4	;
0x950f	0xefb5	;
0x9510	0xc8f1	;
0x9511	0xcce0	;
0x9512	0xefb6	;
0x9513	0xefb7	;
0x9514	0xefb8	;
0x9515	0xefb9	;
0x9516	0xefba	;
0x9517	0xd5e0	;
0x9518	0xefbb	;
0x9519	0xb4ed	;
0x951a	0xc3aa	;ê
0x951b	0xefbc	;
0x951d	0xefbd	;
0x951e	0xefbe	;
0x951f	0xefbf	;
0x9521	0xcefd	;
0x9522	0xefc0	;
0x9523	0xc2e0	;
0x9524	0xb4b8	;
0x9525	0xd7b6	;׶
0x9526	0xbdf5	;
0x9528	0xcfc7	;
0x9529	0xefc3	;
0x952a	0xefc1	;
0x952b	0xefc2	;
0x952c	0xefc4	;
0x952d	0xb6a7	;
0x952e	0xbcfc	;
0x952f	0xbee2	;
0x9530	0xc3cc	;
0x9531	0xefc5	;
0x9532	0xefc6	;
0x9534	0xefc7	;
0x9535	0xefcf	;
0x9536	0xefc8	;
0x9537	0xefc9	;
0x9538	0xefca	;
0x9539	0xc7c2	;
0x953a	0xeff1	;
0x953b	0xb6cd	;
0x953c	0xefcb	;
0x953e	0xefcc	;
0x953f	0xefcd	;
0x9540	0xb6c6	;
0x9541	0xc3be	;þ
0x9542	0xefce	;
0x9544	0xefd0	;
0x9545	0xefd1	;
0x9546	0xefd2	;
0x9547	0xd5f2	;
0x9549	0xefd3	;
0x954a	0xc4f7	;
0x954c	0xefd4	;
0x954d	0xc4f8	;
0x954e	0xefd5	;
0x954f	0xefd6	;
0x9550	0xb8e4	;
0x9551	0xb0f7	;
0x9552	0xefd7	;
0x9553	0xefd8	;
0x9554	0xefd9	;
0x9556	0xefda	;
0x9557	0xefdb	;
0x9558	0xefdc	;
0x9559	0xefdd	;
0x955b	0xefde	;
0x955c	0xbeb5	;
0x955d	0xefe1	;
0x955e	0xefdf	;
0x955f	0xefe0	;
0x9561	0xefe2	;
0x9562	0xefe3	;
0x9563	0xc1cd	;
0x9564	0xefe4	;
0x9565	0xefe5	;
0x9566	0xefe6	;
0x9567	0xefe7	;
0x9568	0xefe8	;
0x9569	0xefe9	;
0x956a	0xefea	;
0x956b	0xefeb	;
0x956c	0xefec	;
0x956d	0xc0d8	;
0x956f	0xefed	;
0x9570	0xc1ad	;
0x9571	0xefee	;
0x9572	0xefef	;
0x9573	0xeff0	;
0x9576	0xcfe2	;
0x957f	0xb3a4	;
0x95e8	0xc3c5	;
0x95e9	0xe3c5	;
0x95ea	0xc9c1	;
0x95eb	0xe3c6	;
0x95ed	0xb1d5	;
0x95ee	0xceca	;
0x95ef	0xb4b3	;
0x95f0	0xc8f2	;
0x95f1	0xe3c7	;
0x95f2	0xcfd0	;
0x95f3	0xe3c8	;
0x95f4	0xbce4	;
0x95f5	0xe3c9	;
0x95f6	0xe3ca	;
0x95f7	0xc3c6	;
0x95f8	0xd5a2	;բ
0x95f9	0xc4d6	;
0x95fa	0xb9eb	;
0x95fb	0xcec5	;
0x95fc	0xe3cb	;
0x95fd	0xc3f6	;
0x95fe	0xe3cc	;
0x9600	0xb7a7	;
0x9601	0xb8f3	;
0x9602	0xbad2	;
0x9603	0xe3cd	;
0x9604	0xe3ce	;
0x9605	0xd4c4	;
0x9606	0xe3cf	;
0x9608	0xe3d0	;
0x9609	0xd1cb	;
0x960a	0xe3d1	;
0x960b	0xe3d2	;
0x960c	0xe3d3	;
0x960d	0xe3d4	;
0x960e	0xd1d6	;
0x960f	0xe3d5	;
0x9610	0xb2fb	;
0x9611	0xc0bb	;
0x9612	0xe3d6	;
0x9614	0xc0ab	;
0x9615	0xe3d7	;
0x9616	0xe3d8	;
0x9617	0xe3d9	;
0x9619	0xe3da	;
0x961a	0xe3db	;
0x961c	0xb8b7	;
0x961d	0xdae2	;
0x961f	0xb6d3	;
0x9621	0xdae4	;
0x9622	0xdae3	;
0x962a	0xdae6	;
0x962e	0xc8ee	;
0x9631	0xdae5	;
0x9632	0xb7c0	;
0x9633	0xd1f4	;
0x9634	0xd2f5	;
0x9635	0xd5f3	;
0x9636	0xbdd7	;
0x963b	0xd7e8	;
0x963c	0xdae8	;
0x963d	0xdae7	;
0x963f	0xb0a2	;
0x9640	0xcdd3	;
0x9642	0xdae9	;
0x9644	0xb8bd	;
0x9645	0xbcca	;
0x9646	0xc2bd	;½
0x9647	0xc2a4	;¤
0x9648	0xb3c2	;
0x9649	0xdaea	;
0x964b	0xc2aa	;ª
0x964c	0xc4b0	;İ
0x964d	0xbdb5	;
0x9650	0xcfde	;
0x9654	0xdaeb	;
0x9655	0xc9c2	;
0x965b	0xb1dd	;
0x965f	0xdaec	;
0x9661	0xb6b8	;
0x9662	0xd4ba	;Ժ
0x9664	0xb3fd	;
0x9667	0xdaed	;
0x9668	0xd4c9	;
0x9669	0xcfd5	;
0x966a	0xc5e3	;
0x966c	0xdaee	;
0x9672	0xdaef	;
0x9674	0xdaf0	;
0x9675	0xc1ea	;
0x9676	0xccd5	;
0x9677	0xcfdd	;
0x9685	0xd3e7	;
0x9686	0xc2a1	;¡
0x9688	0xdaf1	;
0x968b	0xcbe5	;
0x968d	0xdaf2	;
0x968f	0xcbe6	;
0x9690	0xd2fe	;
0x9694	0xb8f4	;
0x9697	0xdaf3	;
0x9698	0xb0af	;
0x9699	0xcfb6	;϶
0x969c	0xd5cf	;
0x96a7	0xcbed	;
0x96b0	0xdaf4	;
0x96b3	0xe3c4	;
0x96b6	0xc1a5	;
0x96b9	0xf6bf	;
0x96bc	0xf6c0	;
0x96bd	0xf6c1	;
0x96be	0xc4d1	;
0x96c0	0xc8b8	;ȸ
0x96c1	0xd1e3	;
0x96c4	0xd0db	;
0x96c5	0xd1c5	;
0x96c6	0xbcaf	;
0x96c7	0xb9cd	;
0x96c9	0xeff4	;
0x96cc	0xb4c6	;
0x96cd	0xd3ba	;Ӻ
0x96ce	0xf6c2	;
0x96cf	0xb3fb	;
0x96d2	0xf6c3	;
0x96d5	0xb5f1	;
0x96e0	0xf6c5	;
0x96e8	0xd3ea	;
0x96e9	0xf6a7	;
0x96ea	0xd1a9	;ѩ
0x96ef	0xf6a9	;
0x96f3	0xf6a8	;
0x96f6	0xc1e3	;
0x96f7	0xc0d7	;
0x96f9	0xb1a2	;
0x96fe	0xceed	;
0x9700	0xd0e8	;
0x9701	0xf6ab	;
0x9704	0xcff6	;
0x9706	0xf6aa	;
0x9707	0xd5f0	;
0x9708	0xf6ac	;
0x9709	0xc3b9	;ù
0x970d	0xbbf4	;
0x970e	0xf6ae	;
0x970f	0xf6ad	;
0x9713	0xc4de	;
0x9716	0xc1d8	;
0x971c	0xcbaa	;˪
0x971e	0xcfbc	;ϼ
0x972a	0xf6af	;
0x972d	0xf6b0	;
0x9730	0xf6b1	;
0x9732	0xc2b6	;¶
0x9738	0xb0d4	;
0x9739	0xc5f9	;
0x973e	0xf6b2	;
0x9752	0xc7e0	;
0x9753	0xf6a6	;
0x9756	0xbeb8	;
0x9759	0xbeb2	;
0x975b	0xb5e5	;
0x975e	0xb7c7	;
0x9760	0xbfbf	;
0x9761	0xc3d2	;
0x9762	0xc3e6	;
0x9765	0xd8cc	;
0x9769	0xb8ef	;
0x9773	0xbdf9	;
0x9774	0xd1a5	;ѥ
0x9776	0xb0d0	;
0x977c	0xf7b0	;
0x9785	0xf7b1	;
0x978b	0xd0ac	;Ь
0x978d	0xb0b0	;
0x9791	0xf7b2	;
0x9792	0xf7b3	;
0x9794	0xf7b4	;
0x9798	0xc7ca	;
0x97a0	0xbecf	;
0x97a3	0xf7b7	;
0x97ab	0xf7b6	;
0x97ad	0xb1de	;
0x97af	0xf7b5	;
0x97b2	0xf7b8	;
0x97b4	0xf7b9	;
0x97e6	0xcea4	;Τ
0x97e7	0xc8cd	;
0x97e9	0xbaab	;
0x97ea	0xe8b8	;
0x97eb	0xe8b9	;
0x97ec	0xe8ba	;
0x97ed	0xbec2	;
0x97f3	0xd2f4	;
0x97f5	0xd4cf	;
0x97f6	0xc9d8	;
0x9875	0xd2b3	;ҳ
0x9876	0xb6a5	;
0x9877	0xc7ea	;
0x9878	0xf1fc	;
0x9879	0xcfee	;
0x987a	0xcbb3	;˳
0x987b	0xd0eb	;
0x987c	0xe7ef	;
0x987d	0xcde7	;
0x987e	0xb9cb	;
0x987f	0xb6d9	;
0x9880	0xf1fd	;
0x9881	0xb0e4	;
0x9882	0xcbcc	;
0x9883	0xf1fe	;
0x9884	0xd4a4	;Ԥ
0x9885	0xc2ad	;­
0x9886	0xc1ec	;
0x9887	0xc6c4	;
0x9888	0xbeb1	;
0x9889	0xf2a1	;
0x988a	0xbcd5	;
0x988c	0xf2a2	;
0x988d	0xf2a3	;
0x988f	0xf2a4	;
0x9890	0xd2c3	;
0x9891	0xc6b5	;Ƶ
0x9893	0xcdc7	;
0x9894	0xf2a5	;
0x9896	0xd3b1	;ӱ
0x9897	0xbfc5	;
0x9898	0xcce2	;
0x989a	0xf2a6	;
0x989b	0xf2a7	;
0x989c	0xd1d5	;
0x989d	0xb6ee	;
0x989e	0xf2a8	;
0x989f	0xf2a9	;
0x98a0	0xb5df	;
0x98a1	0xf2aa	;
0x98a2	0xf2ab	;
0x98a4	0xb2fc	;
0x98a5	0xf2ac	;
0x98a6	0xf2ad	;
0x98a7	0xc8a7	;ȧ
0x98ce	0xb7e7	;
0x98d1	0xeca9	;
0x98d2	0xecaa	;
0x98d3	0xecab	;
0x98d5	0xecac	;
0x98d8	0xc6ae	;Ʈ
0x98d9	0xecad	;
0x98da	0xecae	;
0x98de	0xb7c9	;
0x98df	0xcab3	;ʳ
0x98e7	0xe2b8	;
0x98e8	0xf7cf	;
0x990d	0xf7d0	;
0x9910	0xb2cd	;
0x992e	0xf7d1	;
0x9954	0xf7d3	;
0x9955	0xf7d2	;
0x9963	0xe2bb	;
0x9965	0xbca2	;
0x9967	0xe2bc	;
0x9968	0xe2bd	;
0x9969	0xe2be	;
0x996a	0xe2bf	;
0x996b	0xe2c0	;
0x996c	0xe2c1	;
0x996d	0xb7b9	;
0x996e	0xd2fb	;
0x996f	0xbda4	;
0x9970	0xcace	;
0x9971	0xb1a5	;
0x9972	0xcbc7	;
0x9974	0xe2c2	;
0x9975	0xb6fc	;
0x9976	0xc8c4	;
0x9977	0xe2c3	;
0x997a	0xbdc8	;
0x997c	0xb1fd	;
0x997d	0xe2c4	;
0x997f	0xb6f6	;
0x9980	0xe2c5	;
0x9981	0xc4d9	;
0x9984	0xe2c6	;
0x9985	0xcfda	;
0x9986	0xb9dd	;
0x9987	0xe2c7	;
0x9988	0xc0a1	;
0x998a	0xe2c8	;
0x998b	0xb2f6	;
0x998d	0xe2c9	;
0x998f	0xc1f3	;
0x9990	0xe2ca	;
0x9991	0xe2cb	;
0x9992	0xc2f8	;
0x9993	0xe2cc	;
0x9994	0xe2cd	;
0x9995	0xe2ce	;
0x9996	0xcad7	;
0x9997	0xd8b8	;ظ
0x9998	0xd9e5	;
0x9999	0xcfe3	;
0x99a5	0xf0a5	;
0x99a8	0xdcb0	;ܰ
0x9a6c	0xc2ed	;
0x9a6d	0xd4a6	;Ԧ
0x9a6e	0xcdd4	;
0x9a6f	0xd1b1	;ѱ
0x9a70	0xb3db	;
0x9a71	0xc7fd	;
0x9a73	0xb2b5	;
0x9a74	0xc2bf	;¿
0x9a75	0xe6e0	;
0x9a76	0xcabb	;ʻ
0x9a77	0xe6e1	;
0x9a78	0xe6e2	;
0x9a79	0xbed4	;
0x9a7a	0xe6e3	;
0x9a7b	0xd7a4	;פ
0x9a7c	0xcdd5	;
0x9a7d	0xe6e5	;
0x9a7e	0xbcdd	;
0x9a7f	0xe6e4	;
0x9a80	0xe6e6	;
0x9a81	0xe6e7	;
0x9a82	0xc2ee	;
0x9a84	0xbdbe	;
0x9a85	0xe6e8	;
0x9a86	0xc2e6	;
0x9a87	0xbaa7	;
0x9a88	0xe6e9	;
0x9a8a	0xe6ea	;
0x9a8b	0xb3d2	;
0x9a8c	0xd1e9	;
0x9a8f	0xbfa5	;
0x9a90	0xe6eb	;
0x9a91	0xc6ef	;
0x9a92	0xe6ec	;
0x9a93	0xe6ed	;
0x9a96	0xe6ee	;
0x9a97	0xc6ad	;ƭ
0x9a98	0xe6ef	;
0x9a9a	0xc9a7	;ɧ
0x9a9b	0xe6f0	;
0x9a9c	0xe6f1	;
0x9a9d	0xe6f2	;
0x9a9e	0xe5b9	;
0x9a9f	0xe6f3	;
0x9aa0	0xe6f4	;
0x9aa1	0xc2e2	;
0x9aa2	0xe6f5	;
0x9aa3	0xe6f6	;
0x9aa4	0xd6e8	;
0x9aa5	0xe6f7	;
0x9aa7	0xe6f8	;
0x9aa8	0xb9c7	;
0x9ab0	0xf7bb	;
0x9ab1	0xf7ba	;
0x9ab6	0xf7be	;
0x9ab7	0xf7bc	;
0x9ab8	0xbaa1	;
0x9aba	0xf7bf	;
0x9abc	0xf7c0	;
0x9ac0	0xf7c2	;
0x9ac1	0xf7c1	;
0x9ac2	0xf7c4	;
0x9ac5	0xf7c3	;
0x9acb	0xf7c5	;
0x9acc	0xf7c6	;
0x9ad1	0xf7c7	;
0x9ad3	0xcbe8	;
0x9ad8	0xb8df	;
0x9adf	0xf7d4	;
0x9ae1	0xf7d5	;
0x9ae6	0xf7d6	;
0x9aeb	0xf7d8	;
0x9aed	0xf7da	;
0x9aef	0xf7d7	;
0x9af9	0xf7db	;
0x9afb	0xf7d9	;
0x9b03	0xd7d7	;
0x9b08	0xf7dc	;
0x9b0f	0xf7dd	;
0x9b13	0xf7de	;
0x9b1f	0xf7df	;
0x9b23	0xf7e0	;
0x9b2f	0xdbcb	;
0x9b32	0xd8aa	;ت
0x9b3b	0xe5f7	;
0x9b3c	0xb9ed	;
0x9b41	0xbffd	;
0x9b42	0xbbea	;
0x9b43	0xf7c9	;
0x9b44	0xc6c7	;
0x9b45	0xf7c8	;
0x9b47	0xf7ca	;
0x9b48	0xf7cc	;
0x9b49	0xf7cb	;
0x9b4d	0xf7cd	;
0x9b4f	0xceba	;κ
0x9b51	0xf7ce	;
0x9b54	0xc4a7	;ħ
0x9c7c	0xd3e3	;
0x9c7f	0xf6cf	;
0x9c81	0xc2b3	;³
0x9c82	0xf6d0	;
0x9c85	0xf6d1	;
0x9c86	0xf6d2	;
0x9c87	0xf6d3	;
0x9c88	0xf6d4	;
0x9c8b	0xf6d6	;
0x9c8d	0xb1ab	;
0x9c8e	0xf6d7	;
0x9c90	0xf6d8	;
0x9c91	0xf6d9	;
0x9c92	0xf6da	;
0x9c94	0xf6db	;
0x9c95	0xf6dc	;
0x9c9a	0xf6dd	;
0x9c9b	0xf6de	;
0x9c9c	0xcfca	;
0x9c9e	0xf6df	;
0x9c9f	0xf6e0	;
0x9ca0	0xf6e1	;
0x9ca1	0xf6e2	;
0x9ca2	0xf6e3	;
0x9ca3	0xf6e4	;
0x9ca4	0xc0f0	;
0x9ca5	0xf6e5	;
0x9ca6	0xf6e6	;
0x9ca7	0xf6e7	;
0x9ca8	0xf6e8	;
0x9ca9	0xf6e9	;
0x9cab	0xf6ea	;
0x9cad	0xf6eb	;
0x9cae	0xf6ec	;
0x9cb0	0xf6ed	;
0x9cb1	0xf6ee	;
0x9cb2	0xf6ef	;
0x9cb3	0xf6f0	;
0x9cb4	0xf6f1	;
0x9cb5	0xf6f2	;
0x9cb6	0xf6f3	;
0x9cb7	0xf6f4	;
0x9cb8	0xbea8	;
0x9cba	0xf6f5	;
0x9cbb	0xf6f6	;
0x9cbc	0xf6f7	;
0x9cbd	0xf6f8	;
0x9cc3	0xc8fa	;
0x9cc4	0xf6f9	;
0x9cc5	0xf6fa	;
0x9cc6	0xf6fb	;
0x9cc7	0xf6fc	;
0x9cca	0xf6fd	;
0x9ccb	0xf6fe	;
0x9ccc	0xf7a1	;
0x9ccd	0xf7a2	;
0x9cce	0xf7a3	;
0x9ccf	0xf7a4	;
0x9cd0	0xf7a5	;
0x9cd3	0xf7a6	;
0x9cd4	0xf7a7	;
0x9cd5	0xf7a8	;
0x9cd6	0xb1ee	;
0x9cd7	0xf7a9	;
0x9cd8	0xf7aa	;
0x9cd9	0xf7ab	;
0x9cdc	0xf7ac	;
0x9cdd	0xf7ad	;
0x9cde	0xc1db	;
0x9cdf	0xf7ae	;
0x9ce2	0xf7af	;
0x9e1f	0xc4f1	;
0x9e20	0xf0af	;
0x9e21	0xbca6	;
0x9e22	0xf0b0	;
0x9e23	0xc3f9	;
0x9e25	0xc5b8	;Ÿ
0x9e26	0xd1bb	;ѻ
0x9e28	0xf0b1	;
0x9e29	0xf0b2	;
0x9e2a	0xf0b3	;
0x9e2b	0xf0b4	;
0x9e2c	0xf0b5	;
0x9e2d	0xd1bc	;Ѽ
0x9e2f	0xd1ec	;
0x9e31	0xf0b7	;
0x9e32	0xf0b6	;
0x9e33	0xd4a7	;ԧ
0x9e35	0xcdd2	;
0x9e36	0xf0b8	;
0x9e37	0xf0ba	;
0x9e38	0xf0b9	;
0x9e39	0xf0bb	;
0x9e3a	0xf0bc	;
0x9e3d	0xb8eb	;
0x9e3e	0xf0bd	;
0x9e3f	0xbae8	;
0x9e41	0xf0be	;
0x9e42	0xf0bf	;
0x9e43	0xbee9	;
0x9e44	0xf0c0	;
0x9e45	0xb6ec	;
0x9e46	0xf0c1	;
0x9e47	0xf0c2	;
0x9e48	0xf0c3	;
0x9e49	0xf0c4	;
0x9e4a	0xc8b5	;ȵ
0x9e4b	0xf0c5	;
0x9e4c	0xf0c6	;
0x9e4e	0xf0c7	;
0x9e4f	0xc5f4	;
0x9e51	0xf0c8	;
0x9e55	0xf0c9	;
0x9e57	0xf0ca	;
0x9e58	0xf7bd	;
0x9e5a	0xf0cb	;
0x9e5b	0xf0cc	;
0x9e5c	0xf0cd	;
0x9e5e	0xf0ce	;
0x9e63	0xf0cf	;
0x9e64	0xbad7	;
0x9e66	0xf0d0	;
0x9e67	0xf0d1	;
0x9e68	0xf0d2	;
0x9e69	0xf0d3	;
0x9e6a	0xf0d4	;
0x9e6b	0xf0d5	;
0x9e6c	0xf0d6	;
0x9e6d	0xf0d8	;
0x9e70	0xd3a5	;ӥ
0x9e71	0xf0d7	;
0x9e73	0xf0d9	;
0x9e7e	0xf5ba	;
0x9e7f	0xc2b9	;¹
0x9e82	0xf7e4	;
0x9e87	0xf7e5	;
0x9e88	0xf7e6	;
0x9e8b	0xf7e7	;
0x9e92	0xf7e8	;
0x9e93	0xc2b4	;´
0x9e9d	0xf7ea	;
0x9e9f	0xf7eb	;
0x9ea6	0xc2f3	;
0x9eb4	0xf4f0	;
0x9eb8	0xf4ef	;
0x9ebb	0xc2e9	;
0x9ebd	0xf7e1	;
0x9ebe	0xf7e2	;
0x9ec4	0xbbc6	;
0x9ec9	0xd9e4	;
0x9ecd	0xcaf2	;
0x9ece	0xc0e8	;
0x9ecf	0xf0a4	;
0x9ed1	0xbada	;
0x9ed4	0xc7ad	;ǭ
0x9ed8	0xc4ac	;Ĭ
0x9edb	0xf7ec	;
0x9edc	0xf7ed	;
0x9edd	0xf7ee	;
0x9edf	0xf7f0	;
0x9ee0	0xf7ef	;
0x9ee2	0xf7f1	;
0x9ee5	0xf7f4	;
0x9ee7	0xf7f3	;
0x9ee9	0xf7f2	;
0x9eea	0xf7f5	;
0x9eef	0xf7f6	;
0x9ef9	0xede9	;
0x9efb	0xedea	;
0x9efc	0xedeb	;
